wavelength,flux
4660.152,7.169
4661.224,8.062
4662.298,8.549
4663.371,8.987
4664.446,9.957
4665.52,10.456
4666.593,9.802
4667.669,8.08
4668.743,8.574
4669.819,8.568
4670.894,8.244
4671.971,10.138
4673.045,7.824
4674.121,9.926
4675.198,8.677
4676.274,8.221
4677.352,9.007
4678.428,9.27
4679.507,8.177
4680.583,7.98
4681.66,8.06
4682.74,8.749
4683.817,9.794
4684.897,8.704
4685.975,8.784
4687.056,8.545
4688.134,7.89
4689.212,8.975
4690.293,9.485
4691.373,10.854
4692.455,7.7
4693.534,9.386
4694.616,10.181
4695.696,10.988
4696.776,10.579
4697.859,8.927
4698.94,7.82
4700.024,9.12
4701.105,10.661
4702.189,9.023
4703.271,7.762
4704.353,10.454
4705.438,10.939
4706.52,9.209
4707.605,8.953
4708.688,9.268
4709.774,7.048
4710.858,8.462
4711.941,6.896
4713.028,6.253
4714.112,7.648
4715.199,8.456
4716.284,9.589
4717.372,9.6
4718.457,9.128
4719.542,8.459
4720.631,8.039
4721.717,9.482
4722.806,9.546
4723.892,6.952
4724.981,8.238
4726.068,9.54
4727.155,8.64
4728.246,9.927
4729.333,9.454
4730.424,9.146
4731.512,10.245
4732.603,9.978
4733.692,9.375
4734.781,11.59
4735.873,10.248
4736.962,9.251
4738.055,10.509
4739.145,8.872
4740.237,8.004
4741.328,8.282
4742.421,8.377
4743.512,8.348
4744.604,8.303
4745.697,9.822
4746.789,10.039
4747.884,10.69
4748.976,9.805
4750.071,8.198
4751.164,8.971
4752.257,8.976
4753.353,8.163
4754.446,10.658
4755.542,10.399
4756.637,8.268
4757.733,9.386
4758.828,10.038
4759.923,9.342
4761.021,9.079
4762.116,7.622
4763.214,6.421
4764.31,7.383
4765.408,8.39
4766.504,8.32
4767.601,8.095
4768.7,8.038
4769.797,8.981
4770.897,9.698
4771.995,7.537
4773.095,10.893
4774.193,9.794
4775.292,7.434
4776.393,10.19
4777.492,9.541
4778.593,10.671
4779.692,8.239
4780.795,7.077
4781.895,8.967
4782.995,7.288
4784.098,7.016
4785.198,7.986
4786.302,7.988
4787.403,7.708
4788.507,8.647
4789.608,9.435
4790.71,7.099
4791.815,8.155
4792.917,7.248
4794.022,6.799
4795.125,6.603
4796.231,5.753
4797.334,4.479
4798.438,6.984
4799.544,7.536
4800.649,6.423
4801.756,7.507
4802.86,8.084
4803.968,6.355
4805.073,5.851
4806.178,6.758
4807.287,7.518
4808.393,7.448
4809.501,8.526
4810.608,8.781
4811.717,9.412
4812.824,11.65
4813.931,10.098
4815.042,9.773
4816.149,10.974
4817.26,10.425
4818.368,9.447
4819.479,8.88
4820.588,8.914
4821.697,9.325
4822.809,8.109
4823.918,8.788
4825.03,8.818
4826.14,10.94
4827.253,10.888
4828.364,11.557
4829.477,9.432
4830.588,8.822
4831.699,9.944
4832.813,9.655
4833.925,9.907
4835.04,9.533
4836.152,8.296
4837.268,8.362
4838.38,7.687
4839.494,7.129
4840.609,8.138
4841.723,6.95
4842.839,7.662
4843.954,7.934
4845.071,9.868
4846.185,10.083
4847.3,9.141
4848.418,10.862
4849.533,9.967
4850.651,8.87
4851.768,9.084
4852.886,8.56
4854.002,8.329
4855.119,8.938
4856.239,10.076
4857.356,9.355
4858.476,9.981
4859.594,9.797
4860.714,9.095
4861.833,9.77
4862.951,10.642
4864.072,10.775
4865.191,10.421
4866.313,10.524
4867.433,10.821
4868.555,10.029
4869.675,10.94
4870.795,10.357
4871.919,10.103
4873.04,9.995
4874.163,10.032
4875.285,8.784
4876.409,9.375
4877.531,8.98
4878.653,10.123
4879.778,10.012
4880.9,8.948
4882.026,8.619
4883.149,9.216
4884.275,7.473
4885.398,8.256
4886.522,9.236
4887.649,8.404
4888.773,7.557
4889.901,8.354
4891.026,8.189
4892.154,8.608
4893.279,10.204
4894.405,8.81
4895.534,7.963
4896.66,9.394
4897.789,9.209
4898.916,11.229
4900.045,10.202
4901.172,8.903
4902.3,9.734
4903.431,9.018
4904.559,10.828
4905.689,10.991
4906.818,12.696
4907.95,9.901
4909.079,7.498
4910.208,8.697
4911.34,9.295
4912.47,9.192
4913.603,8.683
4914.733,9.015
4915.867,10.613
4916.998,9.298
4918.131,10.166
4919.263,12.268
4920.395,11.162
4921.529,9.607
4922.661,9.607
4923.796,9.901
4924.929,9.596
